0.076691, 0.080289, 0.077654, 0.070513, 0.033445, 0.001434, 0.056108, 0.043571, 0.008822, 0.084784, 0.056664, 0.058271, 0.043372, 0.050234, 0.018562, 0.016124, 0.058085, 0.078349, 0.076470, 0.010557 
0.081666, 0.062347, 0.061968, 0.085318, 0.073557, 0.018454, 0.023371, 0.032299, 0.048779, 0.029429, 0.061224, 0.039719, 0.024287, 0.053212, 0.023935, 0.060694, 0.054773, 0.085013, 0.015580, 0.064376 
0.091372, 0.083287, 0.038014, 0.042508, 0.042475, 0.059795, 0.061429, 0.010877, 0.051974, 0.051404, 0.023265, 0.040248, 0.018853, 0.090064, 0.032460, 0.098144, 0.010198, 0.057652, 0.033203, 0.062780 
0.091290, 0.101324, 0.005962, 0.016136, 0.058018, 0.032315, 0.082963, 0.016431, 0.024024, 0.100118, 0.087312, 0.015457, 0.083294, 0.024245, 0.058876, 0.024784, 0.085320, 0.019726, 0.035893, 0.036512 
0.061391, 0.050704, 0.065974, 0.077757, 0.042288, 0.007550, 0.076356, 0.051141, 0.057599, 0.018577, 0.019038, 0.048586, 0.018092, 0.024106, 0.062300, 0.067403, 0.051571, 0.046209, 0.081368, 0.071990 
0.048789, 0.075285, 0.092917, 0.031532, 0.003249, 0.053008, 0.054524, 0.082400, 0.071308, 0.087822, 0.021745, 0.043788, 0.048638, 0.093756, 0.034133, 0.000267, 0.007468, 0.022947, 0.056087, 0.070338 
0.055243, 0.098241, 0.036861, 0.080481, 0.011056, 0.002958, 0.053696, 0.082999, 0.067420, 0.046393, 0.062613, 0.008963, 0.021799, 0.060554, 0.049262, 0.025951, 0.007489, 0.118947, 0.010451, 0.098624 
0.103323, 0.035798, 0.031617, 0.048420, 0.034874, 0.072453, 0.048739, 0.043808, 0.099907, 0.002748, 0.014867, 0.038526, 0.094712, 0.049372, 0.000772, 0.105061, 0.052141, 0.051037, 0.069664, 0.002161 
0.088917, 0.014291, 0.009931, 0.001675, 0.067646, 0.053337, 0.024541, 0.074245, 0.051693, 0.033749, 0.054694, 0.042497, 0.067445, 0.084454, 0.088073, 0.100270, 0.046201, 0.027498, 0.035055, 0.033789 
0.028170, 0.045926, 0.065594, 0.011969, 0.089440, 0.066274, 0.004890, 0.035721, 0.011581, 0.066289, 0.037625, 0.094838, 0.079670, 0.046924, 0.096406, 0.043336, 0.096866, 0.019710, 0.013180, 0.045594 
0.048765, 0.061197, 0.081148, 0.014054, 0.041623, 0.064794, 0.008554, 0.082736, 0.089264, 0.039749, 0.018076, 0.021308, 0.083396, 0.080414, 0.032683, 0.073669, 0.048671, 0.037331, 0.012889, 0.059677 
0.005559, 0.048272, 0.054656, 0.080692, 0.092524, 0.051574, 0.027562, 0.089875, 0.070162, 0.039991, 0.038874, 0.024552, 0.006718, 0.025399, 0.038498, 0.048020, 0.089694, 0.046987, 0.036120, 0.084272 
0.086494, 0.054097, 0.011427, 0.075240, 0.039883, 0.043882, 0.054329, 0.088215, 0.080954, 0.067128, 0.053409, 0.086517, 0.021368, 0.014038, 0.073201, 0.019893, 0.065650, 0.006715, 0.015767, 0.041796 
0.050035, 0.058530, 0.071052, 0.057232, 0.085742, 0.011590, 0.007971, 0.081130, 0.061932, 0.046670, 0.070710, 0.053823, 0.003876, 0.082943, 0.033666, 0.046575, 0.029214, 0.091830, 0.040308, 0.015173 
0.057246, 0.088602, 0.006443, 0.078038, 0.010730, 0.077668, 0.005864, 0.074609, 0.084202, 0.021206, 0.023747, 0.038146, 0.074400, 0.088323, 0.090161, 0.060797, 0.007326, 0.005875, 0.043002, 0.063613 
0.064672, 0.021074, 0.028123, 0.069389, 0.122027, 0.069099, 0.003499, 0.035006, 0.058290, 0.052560, 0.053474, 0.012377, 0.048638, 0.062102, 0.116887, 0.063009, 0.043539, 0.002162, 0.040348, 0.033724 
0.024750, 0.058433, 0.068684, 0.006172, 0.054955, 0.067200, 0.072111, 0.062901, 0.073572, 0.019478, 0.032622, 0.026675, 0.036545, 0.055398, 0.082872, 0.036098, 0.012086, 0.085705, 0.064449, 0.059294 
0.026245, 0.007678, 0.062733, 0.061894, 0.053195, 0.058561, 0.018233, 0.085106, 0.060146, 0.047806, 0.019981, 0.082545, 0.010846, 0.082141, 0.088130, 0.060580, 0.053115, 0.063549, 0.027663, 0.029856 
0.082919, 0.058414, 0.055157, 0.024931, 0.017855, 0.039995, 0.058302, 0.029028, 0.027454, 0.026110, 0.083842, 0.054262, 0.033953, 0.056150, 0.025714, 0.088289, 0.024198, 0.044339, 0.083451, 0.085635 
0.001614, 0.013940, 0.090138, 0.014387, 0.004871, 0.088122, 0.085731, 0.067424, 0.057157, 0.012504, 0.102586, 0.046951, 0.079852, 0.060372, 0.075696, 0.100438, 0.000679, 0.037108, 0.028100, 0.032331 
